1976,california,61.9
1977,california,62.7
1978,california,64.2
1979,california,65.3
1980,california,65.4
1981,california,65.2
1982,california,65.2
1983,california,65.7
1984,california,65.0
1985,california,65.9
1986,california,65.6
1987,california,66.4
1988,california,67.0
1989,california,67.4
1990,california,66.3
1991,california,66.2
1992,california,66.1
1993,california,65.8
1994,california,65.8
1995,california,65.4
1996,california,64.8
1997,california,65.7
1998,california,66.3
1999,california,66.4
2000,california,66.7
2001,california,67.2
2002,california,66.5
2003,california,66.0
2004,california,65.5
2005,california,65.1
2006,california,64.9
2007,california,65.4
2008,california,65.5
2009,california,65.7
2010,california,64.8
2011,california,63.5
2012,california,62.9
2013,california,62.9
2014,california,62.0
2015,california,62.2
2016,california,61.9
2017,california,62.1
2018,california,61.9
2019,california,62.3
2020,california,62.8
2021,california,59.9
2022,california,61.7
2023,california,61.6
2024,california,62.0
